epoch,step,train_loss,val_loss
44,19349,,0.16915082931518555
45,19399,0.0002840213128365576,
45,19449,0.01886146329343319,
45,19499,0.00010221773845842108,
45,19549,3.501993342069909e-05,
45,19599,0.009783094748854637,
45,19649,1.7862523691292154e-06,
45,19699,8.796083420747891e-05,
45,19749,5.1644115046656225e-06,
45,19779,,0.18190817534923553
46,19799,0.005241141188889742,
46,19849,0.015374242328107357,
46,19899,0.0005458064842969179,
46,19949,1.4528622216403164e-07,
46,19999,0.0035128521267324686,
46,20049,0.0011546099558472633,
46,20099,8.775100286584347e-05,
46,20149,0.0018427729373797774,
46,20199,1.6283314835163765e-05,
46,20209,,0.1652519255876541
47,20249,0.003701744833961129,
47,20299,0.03411643207073212,
47,20349,1.971989513549488e-05,
47,20399,3.943161937058903e-05,
47,20449,0.014467011205852032,
47,20499,3.153196075800224e-06,
47,20549,9.355018119094893e-05,
47,20599,1.2622677786566783e-05,
47,20639,,0.18356354534626007
48,20649,1.798047378542833e-05,
48,20699,0.0001406812807545066,
48,20749,0.004790972918272018,
48,20799,1.7212661987286992e-05,
48,20849,7.63096395530738e-05,
48,20899,6.3081779444473796e-06,
48,20949,4.000317130703479e-05,
48,20999,2.9651362183358287e-06,
48,21049,0.023813940584659576,
48,21069,,0.1922709345817566
49,21099,6.110275080573047e-06,
49,21149,0.00034123152727261186,
49,21199,0.0104709193110466,
49,21249,2.179223656639806e-06,
49,21299,5.831233465869445e-06,
49,21349,0.0013331871014088392,
49,21399,3.6317574085842352e-06,
49,21449,1.3878991012461483e-05,
49,21499,1.9344024622114375e-06,
49,21499,,0.15074485540390015
50,21549,1.2330416438999237e-06,
50,21599,5.315523139870493e-06,
50,21649,3.743075649254024e-05,
50,21699,5.941780045759515e-07,
50,21749,4.8340556531911716e-05,
50,21799,0.004256995860487223,
50,21849,0.01495184376835823,
50,21899,4.8479232646059245e-05,
50,21929,,0.18415910005569458
51,21949,7.006722626101691e-06,
51,21999,2.1234112068668765e-07,
51,22049,0.00012999033788219094,
51,22099,0.00034134028828702867,
51,22149,1.3574153854278848e-05,
51,22199,1.3974872672406491e-05,
51,22249,0.17963185906410217,
51,22299,0.08201935887336731,
51,22349,0.00042239800677634776,
51,22359,,0.16987331211566925
52,22399,3.650402504717931e-05,
52,22449,3.078573718084954e-05,
52,22499,0.001061040791682899,
52,22549,0.003882728284224868,
52,22599,1.1538942999322899e-05,
52,22649,7.612800800416153e-06,
52,22699,0.000540543464012444,
52,22749,0.00048528460320085287,
52,22789,,0.1715725064277649
53,22799,3.589056404962321e-06,
53,22849,6.002763711876469e-06,
53,22899,0.016185559332370758,
53,22949,0.000555959646590054,
53,22999,3.352726025696029e-07,
53,23049,0.00019737704133149236,
53,23099,6.566339288838208e-05,
53,23149,2.195361230405979e-05,
53,23199,0.0002946137683466077,
53,23219,,0.16787466406822205
54,23249,0.05369756743311882,
54,23299,4.693806374689302e-07,
54,23349,2.5337856641272083e-05,
54,23399,2.0929583115503192e-05,
54,23449,3.533271410560701e-06,
54,23499,2.117688381986227e-06,
54,23549,9.08957758838369e-07,
54,23599,0.0014151397626847029,
54,23649,0.12136964499950409,
54,23649,,0.22556930780410767
55,23699,0.03877892717719078,
55,23749,0.05767987668514252,
55,23799,0.0007148562581278384,
55,23849,1.804459679988213e-05,
55,23899,1.4025064956513233e-05,
55,23949,0.022902486845850945,
55,23999,1.635295666346792e-05,
55,24049,2.3853757738834247e-05,
55,24079,,0.17001813650131226
56,24099,6.351552883643308e-07,
56,24149,2.190323812101269e-06,
56,24199,5.8233217714587227e-05,
56,24249,4.29680039815139e-06,
56,24299,5.196718575462e-07,
56,24349,0.0033139565493911505,
56,24399,5.153449819772504e-06,
56,24449,0.00015699010691605508,
56,24499,0.0014570106286555529,
56,24509,,0.2247563898563385
57,24549,0.00038522350951097906,
57,24599,3.918527909263503e-06,
57,24649,0.0004412781563587487,
57,24699,0.000497859378810972,
57,24749,4.377162099444831e-07,
57,24799,5.904532827116782e-07,
57,24849,4.067633653903613e-06,
57,24899,0.00015458358393516392,
57,24939,,0.15139637887477875
58,24949,6.598528671020176e-06,
58,24999,3.937156179745216e-06,
58,25049,3.6599442410079064e-06,
58,25099,6.98483290761942e-07,
58,25149,1.3987998954689829e-06,
58,25199,7.18660703569185e-06,
58,25249,9.406242043041857e-07,
58,25299,3.6814108170801774e-05,
58,25349,4.086345143150538e-06,
58,25369,,0.16673974692821503
59,25399,6.646839210588951e-06,
59,25449,2.734254394454183e-06,
59,25499,0.0003221584775019437,
59,25549,0.0008564586751163006,
59,25599,4.019273546873592e-06,
59,25649,0.0004791886021848768,
59,25699,4.810731752513675e-06,
59,25749,0.01792518049478531,
59,25799,5.147640536051767e-07,
59,25799,,0.17252160608768463
60,25849,0.005975163541734219,
60,25899,0.005313770845532417,
60,25949,2.2724108816873922e-07,
60,25999,2.1941207251074957e-06,
60,26049,6.741462129866704e-05,
60,26099,0.0005895334179513156,
60,26149,0.0017536516534164548,
60,26199,1.4528605163377506e-07,
60,26229,,0.1783156841993332
61,26249,0.07758171856403351,
61,26299,0.0004264541785232723,
61,26349,0.020926350727677345,
61,26399,1.6062129361671396e-05,
61,26449,5.0936455409100745e-06,
61,26499,7.264046143973246e-05,
61,26549,0.00025339529383927584,
61,26599,6.2632707340526395e-06,
61,26649,8.369863644475117e-05,
61,26659,,0.24656403064727783
62,26699,1.0244529846659134e-07,
62,26749,4.6752023763474426e-07,
62,26799,0.00027443107683211565,
62,26849,1.4614221072406508e-05,
62,26899,0.001344919903203845,
62,26949,0.08437619358301163,
62,26999,0.00275858910754323,
62,27049,8.6333675426431e-05,
62,27089,,0.17735028266906738
63,27099,1.1814026947831735e-05,
63,27149,2.8971473511774093e-05,
63,27199,0.00027745161787606776,
63,27249,0.0004452433786354959,
63,27299,7.058941991999745e-05,
63,27349,2.2351738238057806e-08,
63,27399,5.879394848307129e-06,
63,27449,8.940679663282936e-08,
63,27499,0.00014198095595929772,
63,27519,,0.17320960760116577
64,27549,5.4548613661609124e-06,
64,27599,2.3214284738060087e-05,
64,27649,2.2006925064488314e-05,
64,27699,3.315483354526805e-07,
64,27749,9.446808689972386e-06,
64,27799,0.005489861126989126,
64,27849,6.9740503931825515e-06,
64,27899,4.969194378645625e-06,
64,27949,1.2733694632061088e-07,
64,27949,,0.22450722754001617
65,27999,0.001852413872256875,
65,28049,0.00011376472684787586,
65,28099,4.652203642763197e-06,
65,28149,0.00034483292256481946,
65,28199,7.674007633795554e-07,
65,28249,0.013689026236534119,
65,28299,0.0003625140234362334,
65,28349,1.145668557001045e-05,
65,28379,,0.1974336802959442
66,28399,0.08393339067697525,
66,28449,4.402677859616233e-06,
66,28499,1.2213278751005419e-05,
66,28549,7.715568062849343e-05,
66,28599,2.3873684767750092e-05,
66,28649,9.150669211521745e-05,
66,28699,0.00014669810479972512,
66,28749,5.237952063907869e-05,
66,28799,0.06154675781726837,
66,28809,,0.19152191281318665
67,28849,1.8034663298749365e-05,
67,28899,0.0007202024571597576,
67,28949,0.0002802686649374664,
67,28999,1.4901155864777138e-08,
67,29049,3.8704503822373226e-05,
67,29099,5.043248620495433e-06,
67,29149,0.0009629223495721817,
67,29199,0.0010188256856054068,
67,29239,,0.1581844538450241
68,29249,1.3038510715546181e-08,
68,29299,4.470345871254722e-08,
68,29349,5.7864535847329535e-06,
68,29399,0.0033209645189344883,
68,29449,0.002559169428423047,
68,29499,8.418956554123724e-07,
68,29549,9.94337005977286e-06,
68,29599,6.072184532968095e-07,
68,29649,3.295423448435031e-05,
68,29669,,0.25354626774787903
69,29699,0.0011844845721498132,
69,29749,3.2409690220447374e-07,
69,29799,0.001855003647506237,
69,29849,1.2458239325496834e-05,
69,29899,4.361118044471368e-05,
69,29949,0.03906645253300667,
69,29999,0.05040346831083298,
69,30049,1.9295039237476885e-05,
69,30099,3.874289120631147e-07,
69,30099,,0.2040797919034958
70,30149,1.4823493984295055e-05,
70,30199,8.24756261863513e-06,
70,30249,3.988058597315103e-05,
70,30299,0.057837024331092834,
70,30349,0.0006362993735820055,
70,30399,3.743686193047324e-06,
70,30449,0.0002711372508201748,
70,30499,1.0672829375835136e-06,
70,30529,,0.18118654191493988
71,30549,2.879410658351844e-06,
71,30599,0.0022169144358485937,
71,30649,1.0411881703475956e-06,
71,30699,0.00012051161320414394,
71,30749,1.8494971527616144e-06,
71,30799,2.8572610972332768e-05,
71,30849,1.6018685755625484e-07,
71,30899,2.793966658032332e-08,
71,30949,1.3466441259879502e-06,
71,30959,,0.19479481875896454
72,30999,1.8998882467258227e-07,
72,31049,3.352759492258883e-08,
72,31099,6.79856213992025e-07,
72,31149,3.9808226574677974e-05,
72,31199,4.877513674728107e-06,
72,31249,8.307213761327148e-07,
72,31299,7.450569228240056e-08,
72,31349,1.1433317013143096e-05,
72,31389,,0.16843979060649872
73,31399,4.6006658749320195e-07,
73,31449,5.401663827342418e-08,
73,31499,1.0875966836465523e-05,
73,31549,0.0027706031687557697,
73,31599,1.672568942012731e-06,
73,31649,9.294327014686132e-07,
73,31699,3.1477134143642616e-06,
73,31749,3.291705797892064e-05,
73,31799,5.813854659209028e-05,
73,31819,,0.24107614159584045
74,31849,0.00018819516117218882,
74,31899,3.67644383914012e-06,
74,31949,0.07312203198671341,
74,31999,1.0095386642205995e-06,
74,32049,0.00012183122453279793,
74,32099,3.259617074036214e-07,
74,32149,0.0009616996394470334,
74,32199,0.0003706647257786244,
74,32249,0.04729398339986801,
74,32249,,0.18870282173156738
75,32299,1.1914527021872345e-05,
75,32349,0.0002828422002494335,
75,32399,0.00939758401364088,
75,32449,2.8125862172601046e-07,
75,32499,5.5569351388840005e-05,
75,32549,0.0002519370464142412,
75,32599,9.798231985769235e-06,
75,32649,5.271251666272292e-07,
75,32679,,0.17159314453601837
76,32699,3.911550550128595e-08,
76,32749,0.000529871613252908,
76,32799,5.941757308391971e-07,
76,32849,5.289432010613382e-06,
76,32899,7.76344950281782e-06,
76,32949,7.054933666950092e-05,
76,32999,0.06834857165813446,
76,33049,4.43232202087529e-05,
76,33099,1.9139808500767685e-05,
76,33109,,0.21443383395671844
77,33149,0.0002324484521523118,
77,33199,6.205255431268597e-06,
77,33249,1.620497869225801e-07,
77,33299,1.6860885807545856e-05,
77,33349,2.2145295588416047e-06,
77,33399,0.0004360760794952512,
77,33449,5.03769661008846e-05,
77,33499,0.004701177589595318,
77,33539,,0.20978567004203796
78,33549,1.0707526598707773e-05,
78,33599,6.612316383325378e-07,
78,33649,0.011916999705135822,
78,33699,1.0002088401961373e-06,
78,33749,7.555817865068093e-05,
78,33799,5.2154035756757366e-08,
78,33849,0.006013012491166592,
78,33899,3.3713524771883385e-07,
78,33949,1.53802138811443e-05,
78,33969,,0.2074461430311203
79,33999,0.01057937741279602,
79,34049,6.053491574675718e-07,
79,34099,0.0,
79,34149,0.00012712011812254786,
79,34199,3.4287672860955354e-06,
79,34249,1.378352578740305e-07,
79,34299,8.568150633436744e-08,
79,34349,2.086842323478777e-05,
79,34399,8.50889045977965e-06,
79,34399,,0.21797987818717957
80,34449,3.408627264889219e-07,
80,34499,1.8626450382086546e-09,
80,34549,7.977574568940327e-06,
80,34599,0.0011838327627629042,
80,34649,6.89177710455624e-08,
80,34699,0.0002551154466345906,
80,34749,0.007318741641938686,
80,34799,4.991814535060257e-07,
80,34829,,0.23027299344539642
81,34849,1.89989236787369e-07,
81,34899,7.897420459812565e-07,
81,34949,0.005831491202116013,
81,34999,2.911194997068378e-06,
81,35049,1.0430779440184779e-07,
81,35099,2.4214376281861405e-08,
81,35149,2.400847733952105e-06,
81,35199,2.261451845697593e-05,
81,35249,0.00014080150867812335,
81,35259,,0.23888815939426422
82,35299,1.8626450382086546e-09,
82,35349,1.1212864592380356e-06,
82,35399,0.0012553390115499496,
82,35449,0.0002038262173300609,
82,35499,9.687359852250665e-05,
82,35549,0.000442888296674937,
82,35599,0.0006328755989670753,
82,35649,0.05065414309501648,
82,35689,,0.2722506821155548
83,35699,4.261179583409103e-06,
83,35749,2.1047750919933605e-07,
83,35799,4.935944275530346e-07,
83,35849,7.171610832301667e-06,
83,35899,0.004371915478259325,
83,35949,1.4993889863035292e-06,
83,35999,1.0747224905571784e-06,
83,36049,0.00011531916243257001,
83,36099,0.14468684792518616,
83,36119,,0.22514426708221436
84,36149,1.199089274450671e-05,
84,36199,1.3783555630197952e-07,
84,36249,6.853888044133782e-05,
84,36299,1.1175867342672063e-08,
84,36349,8.51623626658693e-05,
84,36399,1.6763799237651256e-08,
84,36449,3.2782210723780736e-07,
84,36499,4.650444316212088e-05,
84,36549,0.04812488704919815,
84,36549,,0.22880065441131592
85,36599,2.1176845166337444e-06,
85,36649,0.006435156334191561,
85,36699,2.84982434095582e-07,
85,36749,1.66253430506913e-05,
85,36799,1.2130532923038118e-05,
85,36849,0.001353959902189672,
85,36899,1.2293409668018285e-07,
85,36949,0.007998380810022354,
85,36979,,0.20701906085014343
86,36999,1.6781575595814502e-06,
86,37049,6.8232579906180035e-06,
86,37099,0.007686717435717583,
86,37149,0.0,
86,37199,9.331714068139263e-07,
86,37249,6.332871294034703e-07,
86,37299,0.0,
86,37349,7.450578820566989e-09,
86,37399,1.66641766554676e-05,
86,37409,,0.26126793026924133
87,37449,6.742701543771545e-07,
87,37499,0.0,
87,37549,1.163161505246535e-05,
87,37599,3.6633962281484855e-06,
87,37649,0.0004495045868679881,
87,37699,0.1533106565475464,
87,37749,2.048908775975633e-08,
87,37799,9.12693423060773e-08,
87,37839,,0.23560824990272522
88,37849,2.6261661787430057e-06,
88,37899,2.0489082430685812e-08,
88,37949,2.440080606902484e-05,
88,37999,1.2293436668642244e-07,
88,38049,2.9006665499764495e-05,
88,38099,5.2153978913338506e-08,
88,38149,8.562340553908143e-06,
88,38199,4.3263426050543785e-06,
88,38249,0.0013382305623963475,
88,38269,,0.19762475788593292
89,38299,1.322475782217225e-07,
89,38349,3.725288166833707e-08,
89,38399,0.007451952435076237,
89,38449,3.413480590097606e-05,
89,38499,9.872000816812943e-08,
89,38549,0.0,
89,38599,0.0008281042682938278,
89,38649,2.2233856725506485e-05,
89,38699,0.0,
89,38699,,0.21554966270923615
90,38749,9.240222425432876e-05,
90,38799,3.3154913126054453e-07,
90,38849,1.881260658365136e-07,
90,38899,5.548692206502892e-05,
90,38949,3.3527257414789347e-07,
