epoch,step,train_loss,val_loss
0,49,0.4128095209598541,
0,99,0.6116353273391724,
0,149,0.2579987049102783,
0,199,0.24059243500232697,
0,249,0.6742258071899414,
0,299,0.1746629923582077,
0,349,0.22278299927711487,
0,399,0.17510204017162323,
0,449,0.3077608048915863,
0,499,0.09684460610151291,
0,549,0.3196110427379608,
0,599,0.1040845736861229,
0,649,0.11278730630874634,
0,699,0.2775017023086548,
0,749,0.08128304034471512,
0,799,0.15301741659641266,
0,849,0.19991934299468994,
0,859,,0.1465238630771637
1,899,0.07350607216358185,
1,949,0.18520605564117432,
1,999,0.19133788347244263,
1,1049,0.137273907661438,
1,1099,0.07343028485774994,
1,1149,0.054523300379514694,
1,1199,0.1909421980381012,
1,1249,0.06359247118234634,
1,1299,0.11794133484363556,
1,1349,0.023271799087524414,
1,1399,0.1610659956932068,
1,1449,0.030282629653811455,
1,1499,0.05610836297273636,
1,1549,0.028562920168042183,
1,1599,0.020541589707136154,
1,1649,0.10893334448337555,
1,1699,0.2746971845626831,
1,1719,,0.10799816995859146
2,1749,0.06521930545568466,
2,1799,0.06134460121393204,
2,1849,0.04110584780573845,
2,1899,0.014408912509679794,
2,1949,0.02521917037665844,
2,1999,0.04192688688635826,
2,2049,0.08111125975847244,
2,2099,0.014011602848768234,
2,2149,0.07208819687366486,
2,2199,0.10851460695266724,
2,2249,0.11681260913610458,
2,2299,0.05320310220122337,
2,2349,0.021914036944508553,
2,2399,0.015664532780647278,
2,2449,0.08311085402965546,
2,2499,0.06306439638137817,
2,2549,0.0072640832513570786,
2,2579,,0.11823581904172897
3,2599,0.08598920702934265,
3,2649,0.04557117447257042,
3,2699,0.04113613814115524,
3,2749,0.04303361102938652,
3,2799,0.0643911063671112,
3,2849,0.03285038843750954,
3,2899,0.03532162308692932,
3,2949,0.06002306565642357,
3,2999,0.18838287889957428,
3,3049,0.12583045661449432,
3,3099,0.03419828414916992,
3,3149,0.038202472031116486,
3,3199,0.12180253863334656,
3,3249,0.03763836622238159,
3,3299,0.06091160699725151,
3,3349,0.12030712515115738,
3,3399,0.020174458622932434,
3,3439,,0.12293541431427002
4,3449,0.11872012168169022,
4,3499,0.06791797280311584,
4,3549,0.024639783427119255,
4,3599,0.028954990208148956,
4,3649,0.00665326090529561,
4,3699,0.005995476618409157,
4,3749,0.03779930621385574,
4,3799,0.016270862892270088,
